id,pretengrant_total,pretenpubR1,pretenpubR2,pretenpubR3,pretenpub_total3,tenurejobtop30,tenurejobtop50,tenurejobtop100,tenurejobtop200,tenurejobtop201,firstjobtop10,firstjobtop20,firstjobtop40,firstjobtop41_100,firstjobtop201,acadfirstjob,treat,phdyr,phd_forn,top10phd,top20phd,top40phd,tenure2,cohortc,reapplied,tensamp,tenstream,tenstreamtop,nonacadlastjob,firsttimec,yrsphd8,yrsphd9,yrsphd10,yrsphd11,yrsphd12,yrsphd13,yrsphd14,yrsphd15,yrsphd16
358,0,0,0,6,6,0,0,0,0,1,0,0,0,0,1,1,0,2009,0,0,0,0,1,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
359,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2009,0,0,1,0,0,5,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
360,0,0,0,7,7,0,0,0,0,0,0,0,0,0,1,1,0,2011,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
361,0,1,2,2,5,0,0,0,0,0,0,1,0,0,0,1,0,2008,0,1,0,0,0,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
362,0,0,1,4,5,0,0,0,0,0,0,0,0,0,1,1,1,2010,0,0,1,0,0,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
365,0,1,3,2,6,0,0,0,0,0,0,0,0,1,0,1,1,2009,0,1,0,0,0,5,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
366,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,2010,0,0,1,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
367,0,0,6,13,19,0,0,0,0,0,0,0,0,0,1,0,0,2005,1,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
368,0,1,9,4,14,0,0,0,0,0,1,0,0,0,0,1,1,2007,0,1,0,0,0,5,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
372,0,0,3,25,28,0,0,0,0,1,1,0,0,0,0,1,1,2008,0,0,0,1,1,6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
373,2,0,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,2010,0,1,0,0,0,6,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
378,0,0,3,4,7,0,0,0,0,1,0,0,0,0,1,1,1,2011,0,0,0,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
382,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2011,0,1,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
383,2,0,2,10,12,0,0,0,1,0,0,0,0,0,0,1,1,2009,0,0,0,0,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
392,0,0,1,8,9,1,1,1,1,0,0,0,0,0,1,1,1,2008,0,0,1,0,1,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
393,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,1,2010,0,1,0,0,0,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
394,0,1,3,0,4,0,0,0,1,0,0,0,0,0,0,1,1,2007,0,0,1,0,1,6,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
397,0,0,2,6,8,0,0,0,0,1,0,0,0,0,0,1,0,2011,0,0,1,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
400,0,1,3,2,6,0,0,1,1,0,0,0,0,0,1,0,1,2011,0,1,0,0,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
402,0,0,1,8,9,0,0,0,1,0,0,0,0,0,0,1,1,2010,0,0,0,0,1,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
404,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2010,0,0,0,0,0,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
405,0,0,0,6,6,0,0,0,0,1,0,0,0,0,1,0,1,2008,1,0,0,0,1,6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
410,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,1,1,2010,0,1,0,0,0,6,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
411,0,0,6,3,9,0,0,0,0,1,0,0,1,0,0,1,0,2008,0,1,0,0,1,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
413,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,2011,0,0,1,0,0,6,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
416,0,0,3,6,9,0,0,0,0,0,0,0,0,0,1,1,0,2010,0,0,1,0,0,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
417,0,0,1,5,6,0,0,0,0,1,0,0,0,1,0,1,1,2010,0,0,1,0,1,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
419,0,0,0,7,7,0,0,0,0,0,0,0,0,1,0,1,0,2011,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,1,11,12,0,0,0,0,1,0,1,0,0,0,1,1,2010,0,0,1,0,1,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
424,4,0,4,24,28,0,0,0,0,0,0,1,0,0,0,1,1,2008,0,0,1,0,0,6,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
429,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2006,0,1,0,0,0,6,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
431,0,0,2,6,8,0,0,0,0,0,0,0,0,1,0,1,1,2009,0,0,1,0,0,6,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
433,0,0,1,11,12,0,0,0,0,0,0,0,0,0,1,1,1,2011,0,0,0,0,0,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
436,0,0,4,4,8,0,0,1,1,0,0,0,0,0,1,0,1,2010,0,0,0,1,1,5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
439,1,0,4,3,7,0,0,0,0,0,0,0,0,1,0,1,1,2011,0,0,1,0,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
440,0,1,6,4,11,1,1,1,1,0,0,1,0,0,0,1,1,2011,0,1,0,0,1,6,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
441,0,0,2,4,6,0,0,0,0,0,0,0,0,0,1,1,1,2010,0,0,1,0,0,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
446,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2011,0,0,1,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
450,0,2,6,1,9,1,1,1,1,0,1,0,0,0,0,1,1,2008,0,1,0,0,1,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
452,0,0,2,5,7,0,0,0,1,0,0,0,0,0,0,1,1,2009,1,0,0,0,1,6,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
454,0,0,2,4,6,0,0,0,0,0,0,0,0,0,1,1,0,2010,1,0,0,0,0,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
463,0,0,4,2,6,0,0,0,0,1,0,0,1,0,0,1,0,2008,0,1,0,0,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
467,0,0,1,5,6,0,0,0,0,0,1,0,0,0,0,1,1,2011,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
487,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,2011,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
504,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2011,1,0,0,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
528,0,0,5,6,11,1,1,1,1,0,1,0,0,0,0,1,0,2008,0,0,0,1,1,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
565,0,0,6,1,7,0,0,0,0,0,1,0,0,0,0,1,0,2011,0,1,0,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
606,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,2011,0,1,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
655,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,1,1,2011,1,0,0,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
663,0,0,1,3,4,0,0,0,0,0,1,0,0,0,0,1,1,2010,0,1,0,0,0,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
